,country,name,full_name,isin,currency,symbol
897,malaysia,UOA REIT,UOA Real Estate Investment Trust,MYL5110TO000,MYR,UOAR
898,malaysia,Amanah Harta Tanah,Amanah Harta Tanah PNB,MYL4952TO006,MYR,AHBM
899,malaysia,Metro Healthcare,Metro Healthcare Berhad,MYL03005O005,MYR,METO
900,malaysia,GDB,GDB Holdings Bhd,MYQ0198OO000,MYR,GDBH
901,malaysia,QES,QES Group Bhd,MYQ0196OO004,MYR,QESG
902,malaysia,Tri-Mode,Tri-Mode System M Bhd,MYQ0199OO008,MYR,TRIM
903,malaysia,GFM Services,GFM Services Bhd,MYQ0039OO006,MYR,GFMS
904,malaysia,Atrium,Atrium Real Estate Investment Trust,MYL5130TO008,MYR,ATRL
905,malaysia,AmFIRST,AmFIRST Real Estate Investment Trust,MYL5120TO009,MYR,AMFL
906,malaysia,AmanahRaya Real Estate,AmanahRaya Real Estate Investment Trust,MYL5127TO004,MYR,AMRY
907,malaysia,Tower Real Estate,Tower Real Estate Investment Trust,MYL5111TO008,MYR,TWRE
908,malaysia,MI Technovation,MI Technovation Bhd,MYL5286OO009,MYR,MITE
909,malaysia,Revenue Group,Revenue Group Bhd,MYQ0200OO004,MYR,REVE
910,malaysia,Radiant Globaltech,Radiant Globaltech Bhd,MYQ0202OO000,MYR,RADI
911,malaysia,Nova Wellness,Nova Wellness Group Bhd,MYQ0201OO002,MYR,NOVW
912,malaysia,Securemetric,Securemetric Berhad,MYQ0203OO008,MYR,SECU
913,malaysia,Techbond,Techbond Group Bhd,MYL5289OO003,MYR,TECB
914,malaysia,Wegmans,Wegmans Holdings Berhad,MYQ0197OO002,MYR,WEGM
915,malaysia,Topvision Eye Specialist,Topvision Eye Specialist,MYL03013O009,MYR,TOPV
916,malaysia,CRG,CRG Inc,MYL03016O002,MYR,CRGI
917,malaysia,Gagasan Nadi Cergas,Gagasan Nadi Cergas Berhad,MYQ0206OO001,MYR,GAGA
918,malaysia,Dpi,Dpi Holdings Berhad,MYQ0205OO003,MYR,DPIH
919,malaysia,Uni Wall Aps Holdings,Uni Wall Aps Holdings,MYL03017O000,MYR,UNIW
920,malaysia,Supreme Consolidated Resources,Supreme Consolidated Resources,MYL03018O008,MYR,SUPR
921,malaysia,Perdana Petroleum,Perdana Petroleum Bhd,MYL7108OO003,MYR,PTRD
922,malaysia,Smile Link Healthcare,Smile-Link Healthcare Global Bhd,MYL03023O008,MYR,SMIL
923,malaysia,Leong Hup International Berhad,Leong Hup International Berhad,MYL6633OO001,MYR,LEOG
924,malaysia,Greatech Technology,Greatech Technology Bhd,MYQ0208OO007,MYR,GREA
925,malaysia,HPMT Holdings,HPMT Holdings Bhd,MYL5291OO009,MYR,HPMT
926,malaysia,Mestron Holdings,Mestron Holdings,MYQ0207OO009,MYR,MEST
927,malaysia,Parlo Bhd,Parlo Bhd,MYQ0022OO002,MYR,PARL
928,malaysia,Mtag Group Berhad,Mtag Group Berhad,MYQ0213OO007,MYR,MTAG
